time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
2.1000000000000014,-0.5107806198584979,-0.44977420901330295,15.009828972651988,6.263305052393985,0.05127048502578457,0.0,-0.7955394217721361,-0.5238090788291425,4.654909234672897,0.01716045846820683,-0.004226144036916909,0.0,480.5319481767149,480.77456601249054,479.8514251532808,479.9799752095201
2.1600000000000015,-0.559681933375969,-0.48165388373491114,15.293998167574316,6.264555609880894,0.05154602740247505,0.0,-0.8344821731033266,-0.5387088047743113,4.816719714207133,0.027342442674333195,0.018082859782537732,0.0,475.73267206668095,477.4379488400625,475.57102998216817,476.3503289401572
2.2200000000000015,-0.610831239459222,-0.5143610281418827,15.58591827892914,6.266810390202464,0.0530268745944964,0.0,-0.8706113583457955,-0.5513222135499064,4.913524735065529,0.05269435971468568,0.03538158197277009,0.0,458.0965107910991,459.47024391098404,456.50501950925945,458.5243361211765
2.2800000000000016,-0.6640898287179767,-0.5477466606649914,15.881892840526563,6.270064051505884,0.05534415735950837,0.0,-0.904877584851091,-0.5612360319578322,4.952111488966007,0.057129288667617205,0.04441887146046735,0.0,441.3316288591085,442.0777598589296,439.879151923178,440.24829253678666
2.3400000000000016,-0.7192296788755105,-0.5816165609185358,16.176219289392563,6.273362661588596,0.05844279639868155,0.0,-0.9333583228831905,-0.5675228946455747,4.859155939371197,0.050283183874709675,0.06316208728005426,0.0,396.5343193652957,398.25469394875967,397.47570801999433,396.850099598475
2.4000000000000017,-0.7764227870685326,-0.6158623097958673,16.46994295184073,6.276810663824085,0.062271188482124984,0.0,-0.9734364369103309,-0.5736843805301224,4.931288254392927,0.06893086360036113,0.06506466346233687,0.0,450.1742770985858,450.33113221578094,451.062254643765,452.56803343940044
2.4600000000000017,-0.8360420089152675,-0.6504017984597324,16.767104445627133,6.2808531132210526,0.06627520691499544,0.0,-1.0142330116679372,-0.5772535254207438,4.973873827660896,0.06406508713332594,0.06987699982979115,0.0,441.9099387902192,442.3098371946258,443.05340105812627,442.6565232667785
2.520000000000002,-0.8984874856280525,-0.6850867878192708,17.071295813276624,0.0023580419860103063,0.07033354660869495,0.0,-1.0677063751932838,-0.578413929410996,5.164939091359501,0.09721268171434261,0.06274101868047725,0.0,487.94866456681945,487.4185666342849,486.5598358530227,489.0394027672891
2.580000000000002,-0.9639045078354356,-0.7197416362916425,17.382288290248336,0.007964775740666674,0.07371462828997988,0.0,-1.11319027072688,-0.576224544632832,5.201273249874929,0.08458967749557192,0.03880316462459342,0.0,443.8045537303505,441.8371628525912,443.4334919455075,442.4025292767068
2.640000000000002,-1.0323382084565067,-0.7541364886142193,17.69852191007444,0.01311373254535031,0.0758144637001914,0.0,-1.1681339716165449,-0.5697322338024011,5.339173474760839,0.08816063502339988,0.026026963315996153,0.0,474.6255844106497,473.64431004600203,474.50787502151036,474.7875113773764
2.700000000000002,-1.1039649479728528,-0.7880573795644584,18.021076495486522,0.018192023198129625,0.07748536109255255,0.0,-1.219566949760664,-0.5604655256621419,5.412270865443059,0.07645689438546144,0.03126203093098037,0.0,455.05581855864045,455.4749317770936,457.554808871366,456.62756522417396
2.760000000000002,-1.1785184624202991,-0.821372744365687,18.345503242141252,0.0225706725437691,0.07924512545050533,0.0,-1.2657211229532188,-0.5496647501587655,5.40197154659428,0.06491230347936951,0.02515393370143913,0.0,430.63484852329634,430.11805418760923,431.17700340979127,430.20468633481056
2.820000000000002,-1.2560999533552046,-0.853900604635984,18.672152621244503,0.026557659026992475,0.08080173129750179,0.0,-1.3204613313735554,-0.5342170100892891,5.485900696881841,0.06935850920222258,0.02747723596664922,0.0,460.81896197009627,461.002710745816,459.4146052498133,459.77018322416427
2.880000000000002,-1.3371481611306482,-0.8853708065439146,19.005641992989645,0.03111329092592019,0.08288498955184131,0.0,-1.3813059309284135,-0.5143373021029763,5.629658837670608,0.0865850744872645,0.04626455813206209,0.0,478.2118579392397,479.64142019771003,478.5467911925315,479.8604715855721
2.940000000000002,-1.4219205169537747,-0.9155366046193348,19.348001084757804,0.03661253195168079,0.08541831042724901,0.0,-1.4446793100214608,-0.49063113891143495,5.78148170493655,0.10023316474008064,0.032578502518475556,0.0,484.2230915903635,483.1930561554641,481.62102235587474,482.6586054535481
3.000000000000002,-1.5105656826135985,-0.9441493516455209,19.699629696304957,0.04251052525175236,0.08732333593504649,0.0,-1.5103168232558477,-0.46250535131210607,5.938597177831982,0.09412564284782221,0.030040917106962186,0.0,486.69640495053216,486.50667634732497,485.782961572913,485.33207443887
3.0600000000000023,-1.6028180816072402,-0.971131222243552,20.05639824396665,0.0478901722609848,0.08896342714820094,0.0,-1.564926227319322,-0.43640286650042254,5.953553140232686,0.07877437110673925,0.021284648049687816,0.0,445.4916172215978,444.7750896712215,445.0885575505928,443.83677276678105
3.1200000000000023,-1.6984758337861672,-0.9963996057421589,20.415141612980122,0.053028137226986516,0.09024071287834268,0.0,-1.6237799298374087,-0.40542241680894214,6.004233139757631,0.09667220556736555,0.021294988920902983,0.0,455.35206933445266,455.3528828781839,456.45147635315834,457.8835396107721
3.1800000000000024,-1.7977752476230797,-1.0196587281858789,20.777820310888117,0.05872658027647315,0.09132046712417718,0.0,-1.6862982063556604,-0.3693382492705903,6.084561301964625,0.09134380079138117,0.01041098503534749,0.0,467.06517830315204,466.2153092369381,465.57343801831945,465.1634824694135
3.2400000000000024,-1.9005471130478835,-1.0408361919541562,21.14201766829345,0.06467373382365071,0.09189542960897423,0.0,-1.7395168684441595,-0.3360930089099854,6.05545266356807,0.11133070297921702,0.007872438861444113,0.0,432.2924097515894,432.0782788376908,432.26629819164816,433.95622020831553
3.3000000000000025,-2.0065542709932203,-1.059896112976265,21.504763534761857,0.07129221565745336,0.09241697267437754,0.0,-1.7941304018170658,-0.29867215659143753,6.03611827554248,0.10818193084779773,0.01028384475271695,0.0,435.9777836379167,436.17914087766707,435.2791348627299,435.02652592621183
3.3600000000000025,-2.116000812013491,-1.076483455806871,21.867922560621174,0.07792842476071726,0.09371095494055748,0.0,-1.8541878578211803,-0.25364978279032985,6.068924168200481,0.11504949385051451,0.03781406156439224,0.0,450.70546616918915,452.925514883169,452.183201434425,452.7467642267605
3.4200000000000026,-2.2288533604305405,-1.0904386989658066,22.230591038582315,0.0845137512530485,0.09631952631263996,0.0,-1.9078041945697306,-0.21096558056729042,6.020183552905524,0.09622548803417143,0.05290078614747426,0.0,424.74353516224033,426.0368537025979,428.3562883109001,426.76313249371157
3.4800000000000026,-2.345245084045039,-1.1014897479441434,22.593117749171263,0.09018909447729051,0.09975682818524678,0.0,-1.9722239830294082,-0.15689026504086004,6.06366934664832,0.09109979652706177,0.06486699319509495,0.0,455.1579683886991,456.1169651550957,456.07302918917526,455.6707087563284
3.5400000000000027,-2.465543669645517,-1.1092161837163372,22.957938547967213,0.09608053711290321,0.10327770556194515,0.0,-2.0380716103343195,-0.1001532320351081,6.096690407784881,0.10953188030246583,0.04193323488000563,0.0,454.40530008631504,452.56494691426656,452.333599830248,453.823740931837
3.6000000000000028,-2.589949396537489,-1.1133419527346429,23.325572120493106,0.10268536817356289,0.1068751561695489,0.0,-2.1090771305423335,-0.036777306522433335,6.157263844618137,0.11115488464350762,0.08236956442682745,0.0,461.19992618244737,464.3854207175195,462.14177863838495,462.27990773485516
3.660000000000003,-2.718434106841781,-1.1137888477627413,23.69439547286118,0.1092343631551973,0.11181529544334179,0.0,-2.174187493264527,0.02243978385573379,6.13676271681362,0.10480800648760966,0.08226779195328827,0.0,438.11066327725655,438.1078095678778,438.21947669388004,437.70213732807116
3.720000000000003,-2.8508065473759525,-1.1106772267509077,24.061019994340384,0.11527684249097359,0.11633221126941873,0.0,-2.2386546421451796,0.08179439184645489,6.084141534574164,0.09090447527754225,0.05522689919758515,0.0,428.7988593740256,426.49944324648106,428.306599243471,427.1313164621678
3.780000000000003,-2.9876248038432087,-1.1034112887178857,24.42872627405636,0.12112504392221535,0.12018632793939865,0.0,-2.3222797759793847,0.1609055018406679,6.172030769873606,0.10812200058400145,0.07794436094581195,0.0,471.63558009267365,473.3898935768251,470.71509231749513,472.0532794342457
3.840000000000003,-3.1289197041750763,-1.0919082017499517,24.796540177447923,0.12744472387926198,0.12464863550731131,0.0,-2.3879667775763576,0.22305480201795544,6.088670669122026,0.09906091382310801,0.06605274046312601,0.0,419.479378498758,418.4498445619368,418.80124240786836,418.0225940489454
3.900000000000003,-3.274988342561976,-1.0758079630975033,25.16531294237856,0.13378180700380238,0.1282055484035176,0.0,-2.4813254023294453,0.31416321210311027,6.20285297136226,0.11625820332723776,0.04016056185564153,0.0,482.36562061637176,480.40800232145403,479.6952914520944,481.0083882552189
3.960000000000003,-3.4264332854335815,-1.054418433742969,25.538592574214984,0.1403698655966643,0.1302341785740886,0.0,-2.567051471139113,0.39941143045236155,6.239352323238815,0.09199448767880519,0.016414395802971077,0.0,459.61805658263137,457.7321699111636,460.41370402241245,458.4995116870588
4.020000000000002,-3.582881470907967,-1.0279915072344976,25.912657168697073,0.14585565958447422,0.13127796202390574,0.0,-2.6480187525142633,0.48195466002854875,6.229315370567393,0.09027696618970817,0.019291295034225386,0.0,444.7205944783654,444.95615743948366,445.7317721177258,445.59835143096336
4.080000000000001,-3.744231499427124,-0.996500321230724,26.286207136946608,0.1512446895775934,0.13278768278840758,0.0,-2.7304734574160503,0.5682080570506748,6.222163049249442,0.08888200764337183,0.034877703375601345,0.0,446.0754002645267,447.34678668537794,446.38058157146355,446.27340675625175
4.14,-3.910164195636098,-0.9601969782802865,26.656323995289085,0.15608470470522828,0.1347128905044963,0.0,-2.8008765663716932,0.642348079723272,6.115438157896153,0.05426363306094022,0.02582290026613515,0.0,414.5451019245896,413.74891511091647,414.919768372663,411.873857255976
4.199999999999998,-4.080900766695452,-0.9187569211534043,27.02396243258813,0.1600029285485567,0.13639460592405772,0.0,-2.89050838985604,0.7392753591124035,6.138804048066688,0.08128905364757719,0.03210994178039021,0.0,456.05970736554855,456.5618893004491,454.3621900162567,456.52705029007655
4.259999999999997,-4.257268959272612,-0.871179788912779,27.394487982239813,0.1651251620943901,0.1381257089960215,0.0,-2.988591323073189,0.8470244911595899,6.211347701457622,0.09248421761073544,0.021376286098666444,0.0,473.09494637168086,472.2677673645234,470.70460499665046,471.57585404554345
4.319999999999996,-4.439447985265592,-0.8171752318945849,27.76849940157318,0.17068655945802202,0.13926509217840888,0.0,-3.0841636653398687,0.9535754565584441,6.255157482344905,0.09309799565769163,0.013729689643819118,0.0,464.5797350720867,463.9795909442212,464.7379486362843,464.79290051582495
4.379999999999995,-4.62754886121797,-0.7564852859339505,28.146193873690333,0.17615696671797298,0.1400085282663035,0.0,-3.1859239454297175,1.0698561494129761,6.333896639088824,0.08701934164354,0.009568132341155023,0.0,476.2035021544937,475.8848574725074,476.8280823479695,476.36973091056865
4.439999999999993,-4.821190384722356,-0.6894512942404637,28.524443360164245,0.18245949291431973,0.1405549724770747,0.0,-3.268938097952358,1.1651002278145057,6.274484304025567,0.12744641875508939,0.008169635836849147,0.0,434.0596721828518,433.9421411330838,432.64574765899596,436.0462175924152
4.499999999999992,-5.020536570620343,-0.6156965539172474,28.90395013161328,0.1899036777721843,0.14223472939392678,0.0,-3.376022013363966,1.2940042759261012,6.374756467349209,0.11628588602201054,0.05178970489730006,0.0,482.90273290223854,486.18284388172015,484.47808960153947,483.65056953899057
4.559999999999991,-5.22532931888459,-0.5354278639649668,29.282358101023494,0.19689340462630955,0.14550484840422495,0.0,-3.4507699176100406,1.382185964174788,6.239269707501046,0.11691091951421172,0.05943716670342222,0.0,410.03266204588317,410.7139301913071,410.08585505986224,410.15477992737556
4.6199999999999894,-5.435317344836172,-0.44890555769053797,29.656943021035847,0.20365352570512663,0.14885588250420767,0.0,-3.5491636641136206,1.5024197088231903,6.246395063419979,0.10245035232237784,0.047491350610145686,0.0,457.60698010051544,456.65682499520693,457.4544056881316,456.3119833742342
4.679999999999988,-5.651551102216227,-0.3546913775118888,30.03366732315614,0.21016947707023537,0.1520291108791385,0.0,-3.6588982704476853,1.6385066547673344,6.3102210563837,0.1186898491741613,0.061936364445557696,0.0,474.8047340965124,475.9135114717532,475.3837642928053,476.6361906687359
4.739999999999987,-5.873854744659478,-0.2529988316852295,30.410393342557864,0.2170183799150056,0.15638752903747122,0.0,-3.751630119406684,1.7517795080679899,6.247191286057346,0.10303194166555077,0.08826299567480546,0.0,435.70899786966856,437.909041308886,438.1089503646783,436.8164819952369
4.799999999999986,-6.102179308661318,-0.14390732876815374,30.785568927390027,0.2229858441121424,0.16167470403246398,0.0,-3.8596666177830534,1.8850141896813803,6.258020073389539,0.09113635165489312,0.08783140442422595,0.0,461.3443079859937,461.3163567752069,461.98316169945923,461.05207498945776
4.859999999999984,-6.337209272530523,-0.026572513993234577,31.16201760830342,0.2284475836270028,0.16689894168751263,0.0,-3.9751334396732094,2.026474564323122,6.289477468395394,0.09081355786113642,0.08550502509782097,0.0,469.08262383323387,468.90772249467204,469.5147436633409,469.49615930468315
4.919999999999983,-6.578079937515165,0.09772993507613842,31.53340531388922,0.2336962348262821,0.17176830652450192,0.0,-4.054411544650907,2.1174066538915715,6.090809692740041,0.0797996125720581,0.07061745151253554,0.0,392.6753015608307,391.29754293055703,394.1921486579987,393.18007750724297
4.979999999999982,-6.823948380145022,0.2277635746476974,31.893782325336634,0.23830886155958897,0.17578440249797644,0.0,-4.141674633735337,2.2174482904370256,5.922260326606186,0.07028082118890486,0.058312206411497126,0.0,402.5560143907261,401.44445075292487,402.9460838953076,402.0897046242835
5.0399999999999805,-7.075866312063993,0.36483570553432754,32.24807497617994,0.24303181819225728,0.17914767918675878,0.0,-4.25595005536414,2.3518950021137544,5.887153924665249,0.09174014850237773,0.05110897005397055,0.0,447.5648286937396,446.9801273343471,446.4228125656919,448.1756126121985
